LPlancarteM,"Filósofa."
LPOMx,"Portal de política y economía de México."
lpomx,"Portal de política y economía de México."
lpondelek,""
LPreve,"Professor and Researcher at the Center of Risk and Uncertainty Management at IAE Business School - Managing Partner at https://t.co/FgJFHFL5eP"
Lpsnet,"Crazy, Free and Blue... Comunicóloga por vocación, amante de la belleza y los grandes placeres de la vida."
lpz_37,""
lquirosr,"Bourgeois, rationalist scum."
LR_03,""
LRana24,"Ya no busco explicaciones. Soy feliz con lo que tengo"
lromerodip,""
lrpalr,"Intento de fotografo. Melómano, Taurino y azul. Amante de la gastronomia. Fan de A. San Luis, Barza, Federer, 49ers, SF Giants, McLaren, Golden S."
lrubiof,"Twiteo textos de los que aprendo, independientemente de coincidir. I tweet articles which make me understand, regardless of whether I agree with their content"
lscpancho1979,""
LSDPractice,"Nací con los pies chuequitos."
lsegoviat1878,""
LsOcampo,"Snapchat: lsocampo                                          Cook or Die."
lsolorioh,"Guadalajara, Jalisco México"
Lsores,"Sarcasm : the ability to insult idiots without them realizing it."
lssrzprz,""
LtaAlex,""
lTESMM,""
LTLudendorff,"Soy un laberinto onomatopéyico."
LTobar21,""
Lu_ciernaga,"Siempre quise ser astronauta, pero lo más cerca que he estado del espacio a sido gracias a las botas de plataforma. Publicista. Fotografía."
Lu_Kor,"Mi trabajo fotográfico es un eslabón en la cadena de conocimiento y experiencia que es el arte."
lu_ram01,"¿Por qué soy tan guapo?"
lualgimi,"El amar es dar todo al ser que esta a tu lado, y dejarlo ir cuando ya ha aprendido todo de ti."
luantce,"security researcher, amante del hacking y la tecnología en general | Geek | infosec |"
luar_bago,"Business Management Bachelor with a Marketer soul. Snapchat: @luisarbargon Instagram: @luisarbargon / @luisbarphoto"
LuArboledaL,"Mamá, amante del café, las librerías y las películas románticas."
LUAROTOS,""
lubinatica,"de la ☾, amante de las piñas coladas. levita cuando nadie la ve. Todavia cree en la magia."
lubinchan,"Darling, I'll bathe your skin, I'll even wash your clothes Just give me some candy before I go"
lubjuana,"Creo en la Justicia y la Verdad ante todas las cosas. Siempre hay que ir de frente, hay que ser responsables y asumir las consecuencias de nuestros actos."
luc4m3d1,"no_description"
luc_0407,"El que no quiere a su patria no quiere a su madre"
lucaica,"walking on a dream!!"
lucalderondm,"vagaMundo Dicen que urbanista, constitucionalista, administrativista y abogado. Ahora vamos a por lo de γνῶθι σεαυτόν pero eso esta perro. ANTE TODO MUCHA CALMA"
lucallano1,"Los grandes hombres no son grandes a todas horas ni en todas las cosas"
lucalopmar,"Si se trata de hablar de mi, llámame tengo mucho que contar y etcétera  #Política #IndustriaCulturales #Tecnología #Marketing #SocialMedia"
lucapaezian,""
lucas1827,"Apasionado por JESUS EL HIJO DE DIOS"
lucas26491,"no_description"
Lucas_EscobarC,"RCN Radio | #SocialMedia | Web Analyst | Periodista | Responsable de lo que digo, no de lo que entiendas. Felizmente casado con @Dimariamc."
lucasestevane,""
luccielovesyou,"Escritora apasionada y enamorada del contexto. Youtuber con el corazón abierto."
luccytera,""
LuceritoBermudz,"Yo no preparo mi futuro, él ya tiene todo listo para mí"
lucero_miranda,"Observadora de mi Patria-Tierra. Profundamente mexicana. Aprendiz constante de la vida. Buscadora de formas mejores para la ética y la ciudadanía."
LuceroAlvarezO,"Conductora, norteña y defensora de la igualdad de genero. El Financiero Bloomberg México. @ElFinanciero_Mx @BloombergNews @BloombergTV"
LucerooRuo,""
LuceroS1981,""
lucesdelsiglo,"Multimedio informativo de Noticas de interés económico, político, deportivo, social y cultural de Quintana Roo, México y del Mundo."
LucevinGomez,"Periodista de El Tiempo"
lucheto,"Sigo haciendo cosas https://t.co/seo87ZPrzu / https://t.co/Jl0vHMVYtK"
lucho708,""
luchomm10,""
LuchoVargas,"Follow the crew! Instagram: ➡️@luchovargasc ➡️@meahboutique ➡️@gmdress ➡️@housing_online snapchat: luchoevargas"
Lucia_Poetica,"Poetiza Alajuelense, Secretaria y Fotográfa aficionada (http://t.co/8VI3uwvZqx). Esposa enamorada de @Jairo1982"
luciabastidasu,"Concejal de Bogotá;enfocada en defensa movilidad,espacio público y mujeres;mamá de Jaime Andrés. #Peñalosista"
luciadinaromero,"no_description"
LuciaEBaena,"Periodista, presentadora. Ahora desde otra orilla. Orgullosamente pastusa. OPINIONES PERSONALISIMAS."
luciairabien,"Mexicana, periodista, cocinera y más. Ya no estoy en el exilio..."
luciana61600420,"Hincha fiel de Millonarios - Real Madrid -                River Plate ⚽⚽⚽"
lucianaderm,"Seminariosyproyectos.Psicóloga Clínica,Sexologa y T. de pareja. Autora: Todos los Hombres Son Iguales, Por Qué Tan Sola. Dos para ser felices"
LucianoTolfo,"I'm a passionate software engineer, entrepreneur and coach. I deeply believe in synergy and teamwork as the key to achieve every success."
LucianoTorresC,"Administrador, Magister Planeación Urbana y Regional. Aquí se debate de Política, Economía,Derecho y otros temas. Algunas veces con sarcasmo.Bienvenidos."
Lucics,"Aprendiz de periodismo"
luciferpdc,"México,DF 16 años ♡∞ •El Chico Que Cambio Toda Mi Vida Con Su Sonrisa SV. PDC•♡∞ #Paisana #Humanoide #Batinovia #Jaramishana #Juanatica Sígueme &' te sigo"
lucifferk,""
LucilaUlloa,""
Lucina,"Time Being. Lic. en Derecho. Ing. Ambiental en proceso."
lucio_70,"Ing. Eléctrico | Estudiante de Maestría en Energía Renovable UAG."
luciomaximus,"Six of One"
LucioTarquino,"no_description"
lucisner,""
luckyp24,"☝.Aprendí a vivir sin esas personas que viven sin mí.  ヅ"
lucreciada,""
Lucy13bonita,"no_description"
lucy_2020,""
lucy_sq,"Maestra por vocación. Interesada en el bienestar de mis alumnos. En que aprendan a amarse y respetarse a ellos mismos y a los otros..."
lucyangelissim1,""
lucycontreras26,""
lucycordoba53,"Ama de casa con Twitter. :)"
LucyGomezM,""
lucygomezrios,""
lucygrover,"Designer graphic"
LucyJardon,""
LucyLucycascal,""
LucyTatuliz02,""
lucyvanhousen,"Soy original,comunicóloga por pasión, feliz por convicción,amante del amor,la vida  se vive con pasión, más no alocada, ser feliz es mi vicio, amo la vida."
LucyWonderful,"Activista, defensora de derechos humanos, karatedoka, mediomaratonista, aficionada al basquetbol... Lo que escribo aquí es a título personal."
ludasan777,""
Ludtg8,"Sin etiqueta ! ... COMPROMETIDA al Amor. despierta a la vida ! Ñoña con causa hasta el Final ... 100% casual ..."
LudwingChima,""
ludysdelcarmen1,"Defensora deDH. premio Nacional de Paz.Premio Mejor Lider del Pais.Premio franco Aleman d Derechos Humanos. Lider Nacional deRestitucion d Tierras. CarmenPalenc"
luearaujo,"we should be calling for leadership that will challege us to face problems for which there are no simple, painless solutions. Leadership Without Easy Answers."
LuengasClau,"Directora General Jurídica y de Estudios Legislativos"
Luengus,"Cruz Roja...un estilo de vida. Oficial de Alojamiento de Emergencia . My tweets are my own."
lufeloa51,""
Lufer_1,""
luferasa,"Graduado de BI, estudio actuaría y me gustan las matemáticas"
luferduque,"no_description"
luferoro770624,""
luferuji,""
lugaguirre,"Derecho y Arquitectura"
LuGe_D,"Tuitero."
lugoedg,"No me agrada la gente que culpa de todo a su gobierno, mejor deberían trabajar adecuadamente y mantenerse en constante preparación. -PedroInfanteLieber."
LugoMaik,"[PLUR]"
Lui9212,"Aprender, jugar, conocer....disfrutar la vida es parte esencial de cada día...Ingeniera Multimedia"
luibel55,""
luichito_pina,""
luieslo,"no_description"
luiespitia,"Tengo toda la vida para intentarlo."
Luifer_Cuello,"Cantante Colombiano precursor de la nueva ola!!! 12 años de carrera musical contacto directo:3008032700 y 3117800077 correo:luifer_cuello@hotmail.com"
luigermarin,"¿160 caracteres para poner algo acerca de mi? Es muy poco espacio... O tal vez demasiado."
luiggislp,""
Luigi_Angelus,"MLM el mejor sistema generador de recursos. Sólo tenemos que trabajar con responsabilidad, disciplina,  constancia y convencidos al 100% de sus reglas"
luigi_chilango,"Locutor, conductor, columnista, productor de medios y espectáculos. Más corriente que común ;)"
luigi_Tesigue,""
luigicantu,"Reportera.  Quisiera imaginar el futuro en vez de aceptarlo, E.G."
luigiloigi,"De niño quería ser doctor o quimico...Ahora soy dj/gamer/social media marketing. @gamesstartercom digital marketing strategist"
LuigiVB97,"Si la vida fuera justa yo no sería tan feliz."
Luigui_Daniel_,""
luiguivilla,""
LuiiRamirez1,"Podré ser graciosa,risueña, malgeniada,mal mirada, odiosa pero nunca una estrella de porno."
LuiisChavez92,"22. LCS"
luiiz_010,"no_description"
Luijis,""
LuiManuelBarron,"El pensamiento no perdura si no está plasmado en letras...."
LuiMonroy,"Orgulloso Caribe. Economista."
luinnova,"Founder @innovaidem"
Luirregos,"no_description"
Luis0n,"Enterprise Development entusiast, Digital Technology advocate, Business Planning professional, Personal Development seeker, Husband & Father lover."
luis14lh1,"entrenador personal fuerza,corazón y mente   contacto:hernanteam14@gmail.com"
luis20035,""
luis28461,""
luis303156a,"naci, creci y disfrute cada momento en el viaje del universo y me ire cuando alguien de alla arriba lo decida, de mientras muchas gracias por cada amanecer"
Luis_A_Diaz_O,""
Luis_Arevalo,""
luis_atg,"2015....."
Luis_Brgn,"Mi nombre es Luis,  y yo amo el Skate, Rock, Reggae & Futbol."
Luis_Bugarini,"Escritor"
luis_cuevas,"Instagram: @luis_cuevas"
Luis_GallardoD,""
Luis_GDL,"Soy un personaje que yo mismo me he inventado."
Luis_GNDL,"Graphic designer & project manager at @jnzmx + GNDL co-owner."
Luis_GonzalezT,"Economista. Colaborador en @IzqMX http://t.co/qipjqNwS"
Luis_Gzlz,"MKTDI | #BeTheDifference | #11 | You'll Never Walk Alone | 21 | KSHMR"
Luis_Jacob,"Before you talk, listen. Before you react, think. Before you criticize, wait. Before you pray, forgive. Before you quit, try...."
Luis_javierS,"I love my life, my country, people around me, and the life that God gave me. Follow me on Instagram @luis_javiers"
luis_k_arenas,""
luis_manriqez,"Estudiante de Derecho y Finanzas,                  aficionado al cine.                                                       ITESM Campus Puebla."
Luis_Montilla95,"Millonarios FC Escuela de Gastronomía Mariano Moreno"
luis_mtz87,"Lic. en Mercadotecnia Internacional, colaborador en https://t.co/o0krXtMPOA . No soy lo que un padre quiere para su hijita bebé.https://t.co/SbYoG3TIzf"
luis_torres92,"Regio, International Business Degree, por cada seguidor nuevo un swagboy conocera el rock"
luisa_crv,"Chilanga chaparra, pecosa y ruidosa dando el rol por ésta ciudad. Haciéndole a la producción audiovisual. Experimentando con la vida."
luisacadai,"Programador por convicción, con interés por seguir desarrollandose en el ámbito personal y profesional. Un poco agridulce en su manera de ser."
luisadriancl,""
luisafdz7,"Haz lo que puedas, con lo que tengas, donde estés"
LuisaGuaqueta,"Vita venit et recedit"
LUISALBERTOVA17,"Duele ver naufragar: Democracia, Institucionalidad, libertades individuales y colectivas, Economia, etc,  ante la indolencia de mis compatriotas y las FFAA"
luisalexlopez01,"Your strategy is a good as your execution Andy Grove"
luisalvear9999,""
luisamg_,""
LuisaMlrn,"Transformadora de vidas, sembradora de conocimientos y valores, constructora del mañana y apasionada con el trabajo encomendado por Dios."
LuisAndreuB,"Libertario de razón y corazón. Creo en la Libertad, la Desigualdad  y la Fraternidad espontánea. Vivo en un país socialista y república bananera (México)."
luisangel3014,""
luisangel_tr,""
LuisAngelMonro9,"Director General Servicios Financieros"
LuisAntonioAv,"alias:Sheldon"
LuisaParraToro,"I'M GOING TO DIE ALONE."
luisaro76087498,""
luisatrana,"Te gusta lo que ves? jeje"
luisbecerra_mx,""
LuisBello_JR,"No soy famoso y lo agradezco enormemente! Amante del futbol y siempre junto al @Arsenal y @OFICIALATBUCARA!"
luisbenitoareva,"Interesado en la vida sociopolítica del país, buscando aplicar el menos común de los sentidos a la realidad que compartimos..."
LuisBesana,"Un dia descubri que el FB era una mierda. Voy a intentar con Twitter a ver que pasa"
luisbon,""
luiscar0714,"Ingeniero Industrial, analista de proyectos en Totvs México, amante de la NFL"
LuisCardenasMx,"Periodista en Noticias MVS, Canal 52mx, El Universal Online, Mexican Times y más. Lo que tuiteo representa lo que pienso yo y no las empresas dónde trabajo."
LuisCardenasMX,"Periodista en Noticias MVS, Canal 52mx, El Universal Online, Mexican Times y más. Lo que tuiteo representa lo que pienso yo y no las empresas dónde trabajo."
Luiscardenasmx,"Periodista en Noticias MVS, Canal 52mx, El Universal Online, Mexican Times y más. Lo que tuiteo representa lo que pienso yo y no las empresas dónde trabajo."
LuisCarlos,"Hackeando el periodismo en la Venezuela electoral. Glocal | Tejedor de redes, tecnologías e infociudadanía | HangoutPolítico | BOBs2013 | PGP 0x06aa9eb8eb252760"
luiscarlos2106,"ingeniero en navegacion terrestre y fan de @viborildasiue"
luiscarlosroj20,""
luiscarvajal0,"Estratega Comercial, Lic. en Administración y Marketing, Irreverente defensor del toro bravo y fiel al rebaño sagrado. El arte es una forma de vida"
LuisCastilla,"Solo soy un amante de la música."
LuisChataing,"Sígueme en www.facebook/LuisChataingSupremo"
LuisChavez7,"Lic. Sports Marketing"
LuisChi,"Viajero y apasionado de los negocios, actualmente comprometido con la Renovación del Transporte Mexicano. Devoto admirador de la cerveza y el mezcal tradicional"
Luisciernaga,"Amo a Dios, Amo a mi Familia, Amo la vida. Asi de sencillo"
luiscmtz,""
luiscorozcod,""
luiscortes_8,""
luiscova95,""
Luiscrown,"Liquido completamente natural para equipo electrónico, listo para tu vapeo."
luiscueva25,""
LuisDanielGon20,""
luisdaniels2652,""
luisdavidglez,"siempre he pensado que la vida es demasiado larga para odiar a alguien, y muy corta para disfrutar los momentos con los seres q amamos"
Luisdelaoc,"SIGO AL QUE ME SIGUE,O INSPIRA,COMPARTO MENSAJES QUE LES PUEDAN SERVIR A USTEDES Y A MI,TWITTEO O RT.LO QUE ME PARECE INTERESANTE. #TeamFollowBack"
LuisDeUriarte,"Director de Comunicación en Uber. Fan de la innovación que beneficia a la ciudadanía. Clavado en la búsqueda constante de nuevas experiencias culinarias."
LuisDeUriarte…,"no_description"
LuisDeUriart…,"no_description"
LuisDeUriar…,"no_description"
LUISDUQ32,""
LuisDz_,"Toco con los @GhettoKids_ , diseño ropa en @buenosdiazmx , dirijo y escribo en @Escandalo_ // Instagram: luisdiazz // || luisdiaz.official@gmail.com ||"
LuisdZVega,"Discovery consists of seeing what everybody has seen and thinking what nobody has thought."
LuisD…,"no_description"
LuisEd09,""
luiseduardoinf1,""
LuisEnriqueMen,".....Innovacion, Politica & Showbusiness..... Director de Relaciones Institucionales en Epsilon Media / EpsilonEntertainment / GrupoRadioAlegria / PeriodicoABC"
LuisEnriqueSaG,"“El amor es nuestro verdadero destino. No encontramos el sentido de la vida por nuestra cuenta - lo encontramos junto alguien .” -Thomas Merton"
LuisEPenaG,"Abogado y consultor en materia legal, Maestro y Especialista en Corporativo por la U. Anáhuac México Norte. Pasión por libros y deportes. Viviendo positivo!"
Luisescon29,""
LuisEspindolaV,"Swag is for boys. Class is for men."
LuisFalconi,"Digital Mkt and Social Media Manager-Movistar MX. Ex-OgilvyInteractive. Ex-MNCP. Ex-Museográfica."
luisfcerrillos,""
luisfe747,"SKBO 7/3"
luisfemago,"Magister, Políticas Educativas Internacionales. EdM, International Education Policy."
luisfer9,"Teatro, política y perros. Norteño en DF. Trabajando en @ElReyLeonMexico y @BuleBuleElShow."
LuisFer90624269,""
luisfervillegas,"Habitante de este mundo...mientras no exista otro...Anti FARCSANTOS,a otro perro con ese hueso!!"
LuisFesc,"CHIAPAS"
luisffierro,"Profesional en ciencias militares, y asesor en seguridad  y logistica."
luisfibarra,"Ing. Industrial, espontaneo, versátil y con mucha actitud frente a la vida....disfruto de una buena conversación y me gusta aportarle a la gente a mi alrededor."
LuisFilo8,"Nunca he fallado un tiro penal (ni en partido oficial, ni en cascarita)"
LuisFPedraza,"Periodista, amante de los deportes. Opiniones personales. Madridista."
luisfuentesvzq1,"Soy egresado de ciencias políticas y me preocupa mi país, sigo de cerca lo que sucede y trato de aportar soluciones"
luisfusim,"Amo la tecnología y todo lo relacionado con ello :D desarrollador Android, Backend, Web..."
luisfvm84,"Luis Fernando Vazquez Miranda , Contralor de Promotores del Centro, S.A. de C.V. (Contador Púbico egresado de la UAQ)"
luisgabrielcl,"Técnico en administración informática y electronica. Me encantan los ordenadores y experimentar con nuevos sistemas operativos. Intento dar soluciones sencillas"
luisgaj2000,"jalisciense de corazón instagram :alvarezluisjesus  y arriba las chivas y la música y la fiesta y amo a ariana grande focus on me"
Luisgb1987,"Todo en la vida se busca, nada llega solo Con la mira en el cielo, con los pies en la tierra ¡Azul a morir! Lector empedernido y apasionado por la ortografía."
LuisGerardoMX,"Sarcástico, chingativo, bebedor y muy grosero ¡Ese soy yo! (Quedan advertid@s)"
LuisGerardor,"Adicto a la buena música| Amante de la practicidad|Intolerante ante la injusticia| Rockeando desde 1985"
luisgrano26,"Deportes y series. Amante del baseball y Tomatero de corazón."
luisgrijalba,""
luisgu26,"Biotecnologia Reproductiva Equina"
LuisGyG,"Clix CNN, Grupo Fórmula, @brozoxmiswebs, #FerrizLiveTV. YT: https://t.co/X4LvF5ctYt FB, Instagram y Snapchat: LuisGyG. Conferencias: contacto@luisgyg.com."
luisgzas,"founder @kinedu - Endeavor Entrepreneur, @adveniomx Passionate about finding simple solutions to complex problems. @stanford @harvardhbs Views are my own."
Luishafl,"quien lo desperto?.,.GuionCine MUY FUERTE;para 2 actrices MUY ACTRICES Mexicanas"
luishernang,""
LuiSiempreFiel,"somos los de la akd"
luisifu2304,"Arquitecta, Directora de @archdailyco! y deportista por ratos."
LuisilloVazquez,""
luisilpichardo,"Diseñador Gráfico, Cinéfilo, observador sarcástico de la realidad, Puma hasta la obsesión, Maradoniano por religión, MJ fan!"
luisinfanzon124,""
LuisinUs,""
LuisitoComunica,"Intenté buscar un trabajo; luego decidí crearme uno. • Contacto: luisitocomunica@gmail.com •"
luisitoflowers,"ps yo naci un 24 de enero de 1991 soy acuario, mexicano, chilango y gay!"
luisitohdz74,"Ing. en Electrónica. Mi familia es toda mi vida! Mi pasión el Fútbol, el Cine, el Rock Alternativo y pasear a mi perrito Yankee!"
luisitortega,"Whatever people say I am,that's what i'm not."
LuisJacoboRojas,"no_description"
LuisJaJa,""
LuisJLinaresH,"Defensor de los principios y valores perdidos. La verdad es condición de la justicia. Los tuits, a título personal."
LuisJocker,"Lic. en Periodismo / #Reportero de #Espectáculos"
luisjvaleriano,""
luisk79,"el reparador de sueños"
luiskoko,""
LuiSkywalker_,"Biol. Estudiante de Maestría en Ciencias biológicas y profesor de área II.   ¡América, Barcelona y Seahawks!"
luislatorre2014,"soñador enamorado de la vida e amante del fútbol e hincha del más grande de colombia atlético Nacional de medellin"
LuisLiraCk,"Ingeniero de profesión, friki por vocación."
luisltj73,"ventas"
LuisLujan,""
LuisM_Machado,"Enfermero - Amante De Mi Profesion."
LUISMAKS,""
luismanuel83,"Maestro en derecho por el ITAM, estudié en la UDLAP. Gerente Jurídico INFONAVIT Veracruz"
LuisManuelArell,"Potosino; periodista en lucha contra el VIH/Sida y la discriminación; colaboro en Grupo Imagen. Mis temas: política, medios, ciencia, salud y sexualidad."
luismanueltea,"Cantante, Ingeniero en Sistemas y Mercadólogo. Romántico empedernido y sarcástico por naturaleza. Amo la música... Sígueme!"
luismar5558,""
LuisMartinCort,"Aficionado al boxeo// Emprendedor Social// Activista de la Educación// Sindicalista"
LuisMBaeza,"no_description"
LuisMejiaC,"Aficionado en la vida, profesional en disfrutar del proceso; pensador e imaginativo compulsivo... Pienso vivir para siempre, o morire en el intento."
LuisMercadoG,"100 % Tapatio, Rock Rules , Chiva Hermano"
luismezza,"♥"
LUISMGT,""
Luismi41621630,"CADA INSTANTE, CADA MOMENTO ES UN MILAGRO INEXPLICABLE DE DIOS"
luismimora,"Especialista en el Gourmet Callejero.. Comerciante por naturaleza, Opino de todo y nada, Necaxista en peligro de extincion"
luismioficial,"inter hot"
luismiretotal,"En Modo: En manos de Dios....todo es más sabrosón  ☺️"
luismnl23,"D'uh"
luismontoya72,""
luismorabrito,"idealista, twittero de corazon amante del buen humor (negro y ácido) de la buena comida, vino y de la lectura."
luisnc26,""
LuisNova,"Actor, Locutor y Periodista.  Mi vida se resume en cine, libros, música y comida. #CineMental"
luisorlandopj,"Interesado en la política desde la sociedad civil. Dialogo con los DDHH, los DD originarios, la sociología y la filosofía. Soy estudiante de teología y poesía."
luisoso72,""
luispazos1,"Profesor de economía política. Editorialista y comentarista. Autor de: Los ricos del gobierno, Politicas económicas y Desigualdad y distribución de la riqueza."
luispecialone,""
LuisRafaeel_,"UQROO: Gobierno y Gestión Pública."
luisramirez064,"SOLO HAY ÉXITO CON ESTRATEGIA"
LuisRamiroRB,"Administrador de Empresas. MSc (c), UN Sede Bogota. Estudios de competitividad como estrategia de desarrollo territorial"
Luisrayot,"casado aficiónado ala lectura me gusta la cuestión política, tengo negoció propio, soy un hombre con visión, católico t honrrado"
luisrd,"Soñador profesional, estudioso de la cultura pop y comunicólogo en proceso. Un mundo donde quepan todos los mundos."
LuisRemix,"abogado, amo la música, la comida, el ron, el fut, la vida"
Luisrfc96,""
luisroayala,"De vez en cuando la vida toma conmigo café.- Counselor.-"
luisromano1,"siento que yo debería ser más famoso ☝️. me encuero en Snapchat cuando estoy aburrido y soy gurú motivacional en Instagram Management: @GabrielBlancoi"
luisruu,"Productor  de @shortsmexico amante de los cortometrajes"
LuisSantinho,"Los GRANDES CAMBIOS, los hacemos todos con PEQUEÑOS ACTOS cotidianos."
luissmt,""
Luissoriavelez,"Politólogo, orgullosamente Nayarita, apasionado por la política. Marketing Político | Política 2.0 | Redes Sociales | Tecnologia. #3GENC"
luistovar5,"tamaulipeco de nacimiento,tapatio por adopcion.interesado en todo lo que pasa en mi mundo , cinefilo , melomano y lector empedernido."
luisvarela888,"Si algo no se puede probar no significa necesariamente que no sea cierto."
LuisVargasTovar,""
